utility_name,pwsid,effective_date,bill_frequency,bill_unit,usage_ccf,avg_household_size,et_amount,bill_type,service_charge,commodity_charge,bill,tier_starts,tier_0,tier_1,tier_2,tier_3,tier_4,tier_5,tier_6,tier_7,tier_8,tier_prices,tier_1_price,tier_2_price,tier_3_price,tier_4_price,tier_5_price,tier_6_price,tier_7_price,tier_8_price,median_income_category,approximate_median_income,check,bill_frequency_update
Ventura County Waterworks District No 01 - Moorpark,CA5610018,2017-03-15,Monthly,converted to kgal,16.3838352195864,3.08649203903441,4.66957636363636,Tiered,10.41,57.08,67.49,0-10-25,0,7.48052,18.7013,NA,NA,NA,NA,NA,NA,3.2-3.83-4.4,2.3937664,2.8650391600000003,3.2914288000000003,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
Vernon  City Of,CA1910167,2015-03-01,Monthly,converted to kgal,5.40336225981302,2.96428571428571,4.63074952380952,Uniform,11.29,9.9,21.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.832,1.370431264,NA,NA,NA,NA,NA,NA,NA,"$15,000 to $19,999",17500,0,Monthly
Victorville Water District,CA3610052,2016-07-01,Monthly,converted to kgal,14.7700056323699,3.27669474056187,5.38814928571429,Uniform,11.78,25.83,37.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.749,1.3083429480000002,NA,NA,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Virgin Valley Water District,NA(NEVADA),2015-04-20,Monthly,converted to kgal,15,3,4,Tiered,35,25.05,60.05,0-7-19-54,0,7,19,54,NA,NA,NA,NA,NA,2-2.5-3.5-5,2,2.5,3.5,5,NA,NA,NA,NA,NA,NA,1,Monthly
Vista Irrigation District,CA3710027,2017-07-01,Monthly,converted to kgal,9.34312978418123,2.86863812810006,4.43801409090909,Tiered,37.05,39.8,76.85,0-10-60,0,7.48052,44.883120000000005,NA,NA,NA,NA,NA,NA,4.24-4.78-4.78,3.1717404800000004,3.5756885600000006,3.5756885600000006,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Walnut Valley Water District,CA1910234,2017-01-01,monthly,converted to kgal,14.3649520755301,3.02861554297478,4.34677340909091,Tiered,19.43,43.66,63.09,1-13-40,1,9.724676,29.92208,NA,NA,NA,NA,NA,NA,2.97-3.39-3.39,2.2217144400000004,2.5358962800000002,2.5358962800000002,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
Wasco  City Of,CA1510021,2018-01-01,Monthly,converted to kgal,13.2870981259578,3.53557567917206,4.92450431818182,Tiered,28.25,0,28.25,0-25,0,18.7013,NA,NA,NA,NA,NA,NA,NA,0-3.98,0,2.97724696,NA,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,1,Monthly
Watsonville  City Of,CA4410011,2017-07-01,Monthly,converted to kgal,9.2493650637237,3.37968277479479,3.607725,Tiered,25.8,30.8,56.6,0-5-10,0,3.74026,7.48052,NA,NA,NA,NA,NA,NA,2.99-3.53-4.78,2.23667548,2.64062356,3.5756885600000006,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
West Kern Water District,CA1510022,2011-06-01,Monthly,converted to kgal,11.6530377277455,2.90306611306292,4.96882909090909,Tiered,17.3,4.59,21.89,0-10-40,0,7.48052,29.92208,NA,NA,NA,NA,NA,NA,0-1.73-1.24,0,1.29412996,0.92758448,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,0,Monthly
West Sacramento  City Of,CA5710003,2021-07-01,Monthly,converted to kgal,11.3625901515632,2.60762293687255,4.56678363636364,Uniform,24.61,27.61,52.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43,1.8177663600000002,NA,NA,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,0,Monthly
West San Martin Water Works,CA4300543,2017-07-17,Monthly,converted to kgal,15,3,4,Tiered,23.45,38.76,62.21,0-9,0,6.732468000000001,NA,NA,NA,NA,NA,NA,NA,2.382-2.815,1.7818598640000003,2.10576638,NA,NA,NA,NA,NA,NA,NA,NA,1,Monthly
West Valley Water District,CA3610004,2015-01-01,Monthly,converted to kgal,20.3390348037388,3.56130938849739,4.84077954545455,Tiered,22.21,45.25,67.46,0-10-50,0,7.48052,37.4026,NA,NA,NA,NA,NA,NA,2.13-2.3-2.53,1.59335076,1.7205196,1.89257156,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Westborough Water District,CA4110027,2016-09-08,Monthly,converted to kgal,5.30057291362255,2.94427317998577,3.8120275,Uniform,17.7,34.35,52.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.48,4.847376960000001,NA,NA,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,1,Monthly
Westhaven Community Services District,CA1210024,2017-07-01,Monthly,converted to kgal,15,3,4,Uniform,49.4,157.87,207.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.07,14.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Westminister  City Of,CA3010064,2017-11-09,Bi-Monthly,converted to kgal,10,3.05907188622644,8.51339954545455,Tiered,7.08,14.115,17.65,0-29,0,10.846754,NA,NA,NA,NA,NA,NA,NA,2.92-3.52,2.18431184,2.63314304,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Whittier  City Of,CA1910173,2017-08-01,Bi-Monthly,converted to kgal,10,2.7807082714215,8.57681857142857,Tiered,20.18,9.68,19.765,0-40,0,14.96104,NA,NA,NA,NA,NA,NA,NA,1.89-2.63,1.41381828,1.96737676,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Windsor  Town Of,CA4910017,2017-07-01,Bi-Monthly,converted to kgal,8,2.65185498659896,7.62267595454545,Tiered,5.62,11.61,14.42,0-4-7-17,0,2,3.5,8.5,NA,NA,NA,NA,NA,3.12-3.4-4.8-6.2,3.12,3.4,4.8,6.2,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Winton Water And Sanitary District,CA2410010,2012-07-01,Monthly,converted to kgal,15,3,4,Tiered,20.92,0,20.92,0-40-100-300,0,29.92208,74.8052,224.4156,NA,NA,NA,NA,NA,0-1.52-2.3-3.03,0,1.1370390400000001,1.7205196,2.26659756,NA,NA,NA,NA,NA,NA,1,Monthly
Woodland  City Of,CA5710006,2021-01-01,Monthly,converted to kgal,9.32643308563214,2.70842191332788,4.64472772727273,Tiered,55.65,37.12,92.77,0-1201-3601,0,898.4104520000001,2693.7352520000004,NA,NA,NA,NA,NA,NA,3.98-4.79-5.89,2.97724696,3.5831690800000002,4.40602628,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Yorba Linda Water District,CA3010037,2017-08-01,Monthly,converted to kgal,17.4635301538168,2.91126279863481,4.47272795454546,Uniform,19.45,47.15,66.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.0197404000000003,NA,NA,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
Yreka  City Of,CA4710011,2012-10-01,Monthly,converted to kgal,9,2.19183313748531,4.11204334090909,Tiered,41.08,12.86,53.94,0-10-35,0,10,35,NA,NA,NA,NA,NA,NA,1.86-2.05-2.23,1.86,2.05,2.23,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Yuba City  City of,CA5110002,2017-07-01,Monthly,converted to kgal,13.4737710447969,2.83042797231065,4.38166315909091,Uniform,32.58,22.54,55.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.673,1.251490996,NA,NA,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,0,Monthly
Yucaipa Valley Water District,CA3610055,2017-03-07,Monthly,converted to kgal,19,2.64468550023412,5.00503090909091,Tiered,14,20.58,34.58,0-15-60-100,0,15,60,100,NA,NA,NA,NA,NA,1.429-1.919-2.099-2.429,1.429,1.919,2.099,2.429,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
