utility_name,pwsid,effective_date,bill_frequency,bill_unit,usage_ccf,avg_household_size,et_amount,bill_type,service_charge,commodity_charge,bill,tier_starts,tier_0,tier_prices,median_income_category,approximate_median_income,check,bill_frequency_update,Tier_number,Tier_price,Tier_volume
Lamont Public Utility District,CA1510012,2017-01-01,monthly,converted to kgal,16.8392327546915,3.71084734586218,5.01236068181818,Uniform,26.86,6.9,33.76,NA,NA,0.41,"$30,000 to $34,999",32500,0,Monthly,2,NA,NA
Las Virgenes Municipal Water District,CA1910225,2017-01-01,monthly,converted to kgal,18.3525341598295,2.57920664681446,4.68521159090909,Budget,21.73,59.97,111.59,0-indoor-101%-150%,0,2.46-3.24-4-5.02,"$100,000 to $124,999",112500,0,Monthly,2,2.4236884800000005,NA
Lathrop  City Of,NA,2018-01-01,Monthly,converted to kgal,15,3,4,Uniform,22.9,44.77,67.67,NA,NA,3.99,NA,NA,1,Monthly,2,NA,NA
Lee Lake Water District,CA3310074,2017-07-25,Monthly,converted to kgal,11.6893302775656,2.3968253968254,4.72978787878788,Tiered,19.79,32.79,52.58,0-7-18,0,2.64-2.98-3.28,NA,NA,1,Monthly,2,2.22919496,13.464936000000002
Lemoore  City Of,CA1610005,2018-01-01,Monthly,converted to kgal,15.2298606078127,2.76509787588505,5.247605,Uniform,17,16.75,33.75,NA,NA,1.1,NA,NA,1,Monthly,2,NA,NA
Liberty Utilities - Norwalk,NA,2018-01-01,Monthly,converted to kgal,15,3,4,Tiered,34.8,92.38,129.78,0-9,0,5.756-6.619,NA,NA,0,Monthly,2,4.951356188,NA
Lincoln  City Of,CA3110004,2017-07-01,Monthly,converted to kgal,12,2.425353758276,4.431634,Tiered,38.13,21.17,59.3,0-5-14-21-35,0,1.78-2.9-4.84-8.86-12.04,"$60,000 to $74,999",67500,1,Monthly,2,2.9,14
Lincoln Avenue Water Company,CA1910063,2017-05-01,Monthly,converted to kgal,10.3987674054321,2.63185185185185,4.66015409090909,Tiered,29.9,36.56,70.21,0-7-20-40,0,3.3-3.81-4.19-4.61,"$75,000 to $99,999",87500,0,Monthly,2,2.85007812,14.96104
Linda County Water District,CA5810002,2017-08-01,Monthly,converted to kgal,17.0170893759028,3.08362573099415,4.37647765909091,Uniform,19.45,45.95,65.4,NA,NA,2.7,NA,NA,1,Monthly,2,NA,NA
Livermore  City of,CA0110011,2017-01-01,monthly,converted to kgal,9.95763746011435,2.77150671307807,4.39335590909091,Tiered,15.38,33.27,48.65,0-6-36,0,3.066-3.619-5.444,"$100,000 to $124,999",112500,0,Monthly,2,2.7072001880000003,26.929872000000003
Livingston  City Of,CA2410004,2017-09-01,Monthly,converted to kgal,17,3.73230769230769,4.72120402272727,Uniform,12.15,34.6,46.75,NA,NA,2.71,"$35,000 to $39,999",37500,1,Monthly,2,NA,NA
Lodi  City of Public Works Department,CA3910004,2017-07-01,Monthly,converted to kgal,12.8192054988978,2.66734310037616,4.65795954545455,Tiered,21.87,13.66,35.53,0-10-50,0,0.97-1.29-1.6,"$45,000 to $49,999",47500,1,Monthly,2,0.9649870800000001,37.4026
Lomita  City of,CA1910073,2018-07-01,Bi-Monthly,converted to kgal,8,2.36592286856701,8.83813,Tiered,21.45,16.01,26.735,0-20-35,0,4.12-4.24-4.82,"$60,000 to $74,999",67500,0,Monthly,2,3.1717404800000004,13.090910000000001
Lompoc  City Of,CA4210006,2017-07-01,Monthly,converted to kgal,6.95166833042791,2.77449139280125,3.73323931818182,Tiered,47.15,30.1,77.25,0-10-20,0,4.33-4.63-5.53,"$45,000 to $49,999",47500,1,Monthly,2,3.46348076,14.96104
Long Beach City of,CA1910065,2016-10-01,monthly,converted to kgal,6.76884698895832,2.61203637860698,4.23301340909091,Tiered,14.87,12.18,27.05,0-6-16,0,1.427-2.854-4.281,"$50,000 to $59,999",55000,1,Monthly,2,2.1349404080000003,11.968832
Los Angeles County Waterworks District 21 - Kagel Canyon,CA1910075,2016-10-01,Monthly,converted to kgal,15,3,4,Uniform,40.55,87.36,127.91,NA,NA,5.824,NA,NA,0,Monthly,2,NA,NA
Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,CA1910204,2017-01-01,Monthly,converted to kgal,20.3494827717972,2.04969485614647,4.60374386363636,Tiered,37.81,134.65,172.46,0-21-51,0,6.598-7.703-10.986,"$100,000 to $124,999",112500,0,Monthly,2,5.762244556000001,38.150652
Los Angeles County Waterworks District 36 - Val Verde,CA1910185,2017-01-01,Monthly,converted to kgal,15,3,4,Uniform,20.52,40.52,61.04,NA,NA,2.701,NA,NA,0,Monthly,2,NA,NA
Los Angeles County Waterworks District 37 - Acton,CA1910248,2017-01-01,Monthly,converted to kgal,15,3,4,Uniform,16.86,16.52,33.37,NA,NA,1.101,NA,NA,0,Monthly,2,NA,NA
Los Angeles County Waterworks District 40 - Antelope Valley,CA1910005,2017-01-01,Monthly,converted to kgal,17.5325193094162,3.10393900889454,5.17765704545455,Tiered,25.26,18.94,44.19,0-21-66,0,1.08-1.26-1.8,NA,NA,1,Monthly,2,0.94254552,49.371432000000006
Los Angeles Department of Water and Power,CA1910067,2017-01-01,bimonthly,converted to kgal,8,2.57455757526053,9.37656227272727,Tiered,0,22.84,22.84,0-17-55-131,0,5.892-7.341-8.206-8.206,"$50,000 to $59,999",55000,1,Monthly,2,5.491449732,20.571430000000003
Los Banos  City Of,CA2410005,2015-07-01,Monthly,converted to kgal,13.4125459396879,3.08868144690782,4.70556186363636,Tiered,21.25,0,21.25,0-15,0,0-1.64,"$40,000 to $44,999",42500,1,Monthly,2,1.22680528,NA
Lower Lake County Waterworks District No. 1,CA1710010,2015-06-30,Monthly,converted to kgal,15,3,4,Tiered,59.64,24.25,83.89,0-11-26-46-71-96,0,1.5-1.85-2-2.5-3-4,NA,NA,1,Monthly,2,1.3838962000000001,19.449352
Lynwood  City Of,CA1910079,2017-07-01,Monthly,converted to kgal,7.17582675883308,3.92541801114696,4.40868357142857,Uniform,15.35,25.33,40.68,NA,NA,3.53,"$40,000 to $44,999",42500,0,Monthly,2,NA,NA
Madera  City Of,CA2000851,2017-07-01,Monthly,converted to kgal,15,3,4,Tiered,16.84,23.37,40.21,0-10-33,0,1.33-1.9-3.2,NA,NA,1,Monthly,2,1.4212988,24.685716000000003
Manhattan Beach  City Of,CA1910083,2014-01-01,Bi-Monthly,converted to kgal,9,2.51687845949949,9.02655045454545,Tiered,20.23,19.865,29.98,0-14-48,0,4.28-5.86-9.38,"$125,000 to $149,999",137500,0,Monthly,2,4.383584720000001,17.953248000000002
Manteca  City Of,CA3910005,2013-01-01,Monthly,converted to kgal,12.8243637880684,2.96752519596865,4.54582545454545,Tiered,18.9,18.34,37.24,0-20-300,0,1.43-1.87-3.76,NA,NA,1,Monthly,2,1.3988572400000001,224.4156
Marin Municipal Water District,CA2110002,2017-07-01,Bi-Monthly,converted to kgal,8,2.32219579813163,7.57792622727273,Tiered,23.31,16.075,27.73,0-27-60-100,0,4.07-7.13-12.07-19.45,"$100,000 to $124,999",112500,0,Monthly,2,5.33361076,22.441560000000003
Marina Coast Water District - Central Marina,CA2710017,2018-01-01,Monthly,converted to kgal,6.35531372580693,2.61470120639671,3.39402863636364,Tiered,22.36,17.67,40.03,0-9-17,0,2.78-3.19-5.63,"$60,000 to $74,999",67500,1,Monthly,2,2.38628588,12.716884
Marina Coast Water District - Ord Community,CA2710017,2018-01-01,Monthly,converted to kgal,6.35531372580693,2.61470120639671,3.39402863636364,Tiered,38.79,23.39,62.18,0-9-17,0,3.68-5.65-7.62,"$60,000 to $74,999",67500,1,Monthly,2,4.226493800000001,12.716884
Martinez  City of,CA0710006,2017-03-31,bimonthly,converted to kgal,5,2.34918160561185,7.8174456744186,Uniform,29.72,11.005,25.865,NA,NA,4.34,"$75,000 to $99,999",87500,0,Monthly,2,NA,NA
McKinleyville Community Service District,CA1210016,2017-01-10,monthly,converted to kgal,5.90986614272559,2.51588408492174,4.12513662790698,Tiered,24.55,8.21,32.76,0-9,0,1.39-3.46,"$50,000 to $59,999",55000,0,Monthly,2,2.58825992,NA
Menlo Park Water District  City Of,CA4110017,2017-07-01,Monthly,converted to kgal,7.94465771450599,2.81378396288933,4.15406707317073,Tiered,22.49,50.69,73.18,0-6,0,5.98-7.06,"$100,000 to $124,999",112500,1,Monthly,2,5.28124712,NA
Merced  City Of,CA2410009,2017-01-01,Monthly,converted to kgal,17.397748650208,2.81439849427511,4.68836886363636,Tiered,33.66,0,33.66,0-30,0,0-0.87,"$30,000 to $34,999",32500,1,Monthly,2,0.6508052400000001,NA
Mesa Water District,CA3010004,2014-01-01,Bi-Monthly,converted to kgal,9,2.55067236848885,8.96674904761905,Uniform,17.25,15.47,24.095,NA,NA,3.62,"$60,000 to $74,999",67500,0,Monthly,2,NA,NA
Mid-Peninsula Water District,CA4110001,2017-07-01,Monthly,converted to kgal,7.78802490928772,2.44590544329498,3.90614977272727,Tiered,24,58.82,82.82,0-3-9-21,0,5.62-8.22-9.82-11.42,"$100,000 to $124,999",112500,1,Monthly,2,6.148987440000001,6.732468000000001
Millbrae  City Of,CA4110018,2017-07-01,bimonthly,converted to kgal,7,2.61590965500124,7.79275363636364,Uniform,10,28.005,33.005,NA,NA,8,"$75,000 to $99,999",87500,0,Monthly,2,NA,NA
Mission Springs Water District,CA3310008,2018-03-01,Monthly,converted to kgal,13.0812454205203,2.73110401856956,5.37855837209302,Tiered,11.36,25.6,36.96,0-13,0,1.9-2.59,"$35,000 to $39,999",37500,1,Monthly,2,1.93745468,NA
Modesto  City Of,CA5010005,2016-09-01,Monthly,converted to kgal,16.0869413617504,2.79233914905073,4.69909954545455,Uniform,20.79,28.8,49.59,NA,NA,1.79,"$45,000 to $49,999",47500,1,Monthly,2,NA,NA
Monrovia  City Of,CA1910090,2018-03-08,Monthly,converted to kgal,12.1832490980285,2.6012986065514,4.54427590909091,Uniform,30.56,22.05,52.61,NA,NA,1.81,"$60,000 to $74,999",67500,1,Monthly,2,NA,NA
Monte Vista Water District,CA3610029,2018-01-01,Bi-Monthly,converted to kgal,12,3.30531262237306,8.97299909090909,Budget,20.32,19.225,29.385,0-indoor-100%-150%,0,2.04-2.71-5.17-5.92,"$50,000 to $59,999",55000,0,Monthly,2,2.02722092,NA
Montebello Land And Water Company,CA1910091,2017-07-01,Bi-Monthly,converted to kgal,7,2.66466841513676,8.88918909090909,Tiered,16.18,6.17,14.255,0-20-32,0,1.66-1.86-2.21,"$35,000 to $39,999",37500,0,Monthly,2,1.3913767200000002,11.968832
Monterey Park  City Of,CA1910092,2018-09-01,Monthly,converted to kgal,9.17858019847322,2.83159786458058,4.39287727272727,Tiered,21.25,22.02,59.5,0-7-13,0,2.33-2.53-2.71,NA,NA,0,Monthly,2,1.89257156,9.724676
Morgan Hill  City Of,CA4310006,2018-01-01,Monthly,converted to kgal,10.2876031592165,2.88113666519239,3.83589302325581,Uniform,27.07,23.04,50.11,NA,NA,2.24,"$75,000 to $99,999",87500,1,Monthly,2,NA,NA
Morro Bay  City Of,CA4010011,2017-07-01,Monthly,converted to kgal,4.83452035399351,1.94728915662651,4.23512045454545,Tiered,28,31.26,59.26,0-3-10-50,0,5-7.5-10-13,"$50,000 to $59,999",55000,1,Monthly,2,5.610390000000001,7.48052
Moulton Niguel Water District,CA3010073,2018-01-01,Monthly,converted to kgal,10.060399397894,2.5881568461626,4.570905,Budget,11.22,18.02,29.24,0-indoor-100%-125%-150%,0,1.69-1.94-3.32-5.12-9.59,"$100,000 to $124,999",112500,1,Monthly,2,1.4512208800000002,NA
Mountain View  City Of,CA4310007,2017-07-01,Monthly,converted to kgal,5.66962767499451,2.27719070069907,3.83076113636364,Tiered,15,35.15,50.15,0-3-15,0,5.1-6.8-10.88,"$100,000 to $124,999",112500,1,Monthly,2,5.086753600000001,11.220780000000001
Myoma Dunes Mutual Water Company,CA3310051,2016-06-01,Monthly,converted to kgal,26.7660993667999,2.4219096965211,5.99167261904762,Budget,14.67,35.81,50.48,0-indoor-100%-200%,0,0.97-1.41-1.5-1.63,NA,NA,0,Monthly,2,1.05475332,NA
Napa  City Of,CA2810003,2017-12-01,Bi-Monthly,converted to kgal,8,2.60298742138365,7.49233004545455,Tiered,14.29,12.875,20.02,0-15-28,0,4.07-5.94-7.68,"$60,000 to $74,999",67500,0,Monthly,2,5.94,14
Napa County Public Works - Lake Berryessa Resort Improvement District,CA2800526,2013-06-04,Bi-Monthly,converted to kgal,15,3,8,Uniform,57.5,21.6,50.35,NA,NA,3.85,NA,NA,0,Monthly,2,NA,NA
Napa County Public Works - Napa Berryessa Resort Improvement District (NBRID),CA2800526,2011-02-01,Bi-Monthly,converted to kgal,15,3,8,Uniform,32.5,22.44,38.69,NA,NA,4,NA,NA,0,Monthly,2,NA,NA
Newhall County Water District,CA1910096,2017-07-01,Monthly,converted to kgal,14.9144547794562,3.12187260168841,5.06169,Uniform,15.96,44.28,60.24,NA,NA,2.969,"$50,000 to $59,999",55000,1,Monthly,2,NA,NA
Newport Beach  City Of,CA3010023,2017-04-05,Monthly,converted to kgal,8.96703699265843,2.15651332705379,4.48602386363636,Uniform,17.27,27.62,44.89,NA,NA,3.08,"$100,000 to $124,999",112500,1,Monthly,2,NA,NA
Nipomo Community Service District,CA4010026,2017-12-01,Bi-Monthly,converted to kgal,14,2.88494318181818,7.72685318181818,Uniform,21.25,34.47,45.095,NA,NA,4.97,"$60,000 to $74,999",67500,0,Monthly,2,NA,NA
Norco City Of,CA3310025,2017-07-01,Monthly,converted to kgal,19.045525276828698,3.07628114715562,4.57674636363636,Uniform,39.42,42.28,81.7,NA,NA,2.22,NA,NA,0,Monthly,2,NA,NA
North Coast County Water District,CA4110025,2018-01-01,Bi-Monthly,converted to kgal,5,2.58527628320096,7.63008863636364,Tiered,26.7,18.235,31.585,0-5-16-28,0,6.64-7.73-12.63-20.56,"$100,000 to $124,999",112500,0,Monthly,2,5.782441960000001,5.984416
North Lone Pine Mutual Water Company,CA4900653,2002-01-01,Bi-Monthly,converted to kgal,15,3,8,0,12.5,0,6.25,NA,NA,NA,NA,NA,0,Monthly,2,NA,NA
North Marin Water District,CA2110003,2017-06-01,Bi-Monthly,converted to kgal,9,2.3770388712023,7.54619363636364,Tiered,15.75,16.76,24.635,0-19-56,0,5.01-7.99-13.91,"$75,000 to $99,999",87500,0,Monthly,2,7.99,28
North Marin Water District - West Marin,NA,2017-07-01,Bi-Monthly,converted to kgal,15,3,8,Tiered,15.75,57.375,65.25,0-12-27,0,8.55-11.84-18.99,NA,NA,0,Monthly,2,11.84,13.5
North Tahoe Public Utilities District,CA0910002,2018-01-01,Monthly,converted to kgal,6,2.31419660390435,4.46011965909091,Tiered,42.02,0,65.3,0-6-41,0,0-3.06-5.24,"$45,000 to $49,999",47500,0,Monthly,2,3.06,41
North Yuba Water District,CA5810006,2017-08-22,Bi-Monthly,converted to kgal,15,3,8,1.49*usage_ccf,9.41,11.175,15.88,NA,NA,NA,NA,NA,0,Monthly,2,NA,NA
Norwalk Municipal Water System,NA,2017-07-16,Bi-Monthly,converted to kgal,15,3,8,Uniform,26.89,28.05,41.5,NA,NA,3.74,NA,NA,0,Monthly,2,NA,NA
Oak Park Water Service,CA5610043,2017-07-01,Monthly,converted to kgal,14.4859493851485,2.64660463274599,4.69904113636364,Tiered,28.02,89.59,117.61,0-7-28,0,5.71-6.52-8.06,"$100,000 to $124,999",112500,0,Monthly,2,4.87729904,20.945456
Oceanside  City Of,CA3710014,2017-01-01,monthly,converted to kgal,8.07529544764336,2.58848781766643,4.47429204545455,Tiered,20.19,19.78,39.97,0-14,0,2.45-3.06,"$50,000 to $59,999",55000,1,Monthly,2,2.28903912,NA
Oildale Mutual Water Company,CA1510015,2012-01-01,Monthly,converted to kgal,18.1734079373292,2.55600933488915,4.9721825,Uniform,21.25,18.72,39.97,NA,NA,1.03,"$35,000 to $39,999",37500,1,Monthly,2,NA,NA
Olivehurst Public Utility District,CA5805001,2017-01-01,Monthly,converted to kgal,15,3,4,Tiered,15,13.5,28.5,0-7,0,0-1.5,NA,NA,0,Monthly,2,1.1220780000000001,NA
Ontario  City Of,CA3610034,2017-09-01,Monthly,converted to kgal,11.7959691584423,3.19979980397473,4.66939659090909,Tiered,0,28.78,28.78,0-15,0,2.44-2.84,"$50,000 to $59,999",55000,1,Monthly,2,2.12446768,NA
Orange  City Of,CA3010027,2018-01-01,Bi-Monthly,converted to kgal,13,2.93308726601635,8.89278545454546,Tiered,12.94,13.685,20.155,0-24-43,0,2.16-2.22-2.3,"$75,000 to $99,999",87500,0,Monthly,2,1.6606754400000003,16.083118000000002
Orange Vale Water Company,CA3410016,2016-01-01,Monthly,converted to kgal,17.2899241168912,2.37785990848293,4.4652870952381,Tiered,24.19,11.41,35.6,0-15,0,0.66-0.66,"$60,000 to $74,999",67500,0,Monthly,2,0.49371432000000004,NA
Orchard Dale Water District,CA1910101,2017-07-01,Bi-Monthly,converted to kgal,8,3.18983382209189,8.73239636363636,Uniform,27.1,11.635,25.185,NA,NA,2.75,"$60,000 to $74,999",67500,0,Monthly,2,NA,NA
Padre Dam Municipal Water District,CA3710037,2018-02-01,Monthly,converted to kgal,8.17762755334509,2.62725177707813,4.40659093023256,Tiered,35.19,53.48,91.68,0-18-40,0,6.54-7.64-8.58,"$75,000 to $99,999",87500,0,Monthly,2,5.71511728,29.92208
Palmdale Water District,CA1910102,2018-01-01,Monthly,converted to kgal,15.9167345142718,3.3804843207945,5.25931318181818,Budget,36.23,17.81,54.04,0-indoor-100%-130%-160%-190%,0,0.84-0.97-2.75-4.14-5.35-6.87,"$40,000 to $44,999",42500,1,Monthly,2,0.7256104400000001,NA
Palo Alto  City Of,CA4310009,2017-07-01,Monthly,converted to kgal,8.4837765072787,2.44932354964458,3.77013704545455,Tiered,22.6,65.28,87.88,0-6,0,6.66-9.18,"$125,000 to $149,999",137500,1,Monthly,2,6.86711736,NA
Paradise Irrigation District,CA0410007,2016-04-08,monthly,converted to kgal,12.0255520402368,2.2080216802168,4.373926,Uniform,33.34,19.48,52.82,NA,NA,1.62,"$45,000 to $49,999",47500,0,Monthly,2,NA,NA
Park Water Company,CA1010021,2016-06-01,monthly,converted to kgal,15,3,4,Tiered,32.96,87.58,120.54,0-9,0,5.457-6.275,NA,NA,0,Monthly,2,4.694026300000001,NA
Pasadena  City Of,CA1910124,2017-10-01,Monthly,converted to kgal,9.84088409928758,2.37267831629849,4.62881522727273,Tiered,17.51,16.32,33.83,0-9-16-20,0,1.36885-2.91559-3.40171-4.13089,"$60,000 to $74,999",67500,1,Monthly,2,2.18101293068,11.968832
Paso Robles  City Of,CA4010007,2017-07-01,Monthly,converted to kgal,10.3471635166409,2.64036326942482,4.48494181818182,Uniform,4.83,51.74,56.57,NA,NA,5,"$60,000 to $74,999",67500,0,Monthly,2,NA,NA
Perris  City Of,CA3310029,2018-01-01,Monthly,converted to kgal,12.0556982235902,3.55403288958496,5.07669636363636,Budget,11.7,31.11,46.11,0-30%-100%-150%,0,1.03-3.35-5.52-11.27,"$40,000 to $44,999",42500,0,Monthly,2,2.5059742000000003,NA
Petaluma  City Of,CA4910006,2017-07-01,Monthly,converted to kgal,7.40521188753237,2.54245283018868,3.61564829545455,Tiered,9.57,28.18,37.75,0-4-8-16,0,3.52-3.95-4.5-5.35,"$75,000 to $99,999",87500,0,Monthly,2,2.9548054,5.984416
Phelan Pinon Hills Community Services District,CA3610120,2017-07-01,Monthly,converted to kgal,9.9069938449337,2.83427076520602,4.99874795454545,Tiered,17.9,23.28,41.18,0-13,0,2.35-3.71,"$45,000 to $49,999",47500,1,Monthly,2,2.7752729200000004,NA
Pico Rivera  City Of,CA1910042,2017-12-14,Monthly,converted to kgal,9.69882677507396,3.31087329898269,4.42998886363636,Tiered,14.56,12.78,27.34,0-8-12,0,1.24-1.52-2.05,"$50,000 to $59,999",55000,0,Monthly,2,1.1370390400000001,8.976624000000001
Pico Water District,CA1910125,2017-12-14,Monthly,converted to kgal,12.861795109732,3.45287187039764,4.42842795454545,Tiered,14.56,18.58,33.14,0-8-12,0,1.24-1.52-2.05,"$50,000 to $59,999",55000,0,Monthly,2,1.1370390400000001,8.976624000000001
Pinedale Community Water District,CA1010026,2015-07-01,Monthly,converted to kgal,11.6866494327057,2.43403093721565,4.87225348837209,Tiered,8.5,2.23,34.63,0-10,0,0-0.83,"$45,000 to $49,999",47500,0,Monthly,2,0.62088316,NA
Pismo Beach  City Of,CA4010008,2017-06-01,Monthly,converted to kgal,6.99234817377914,1.88840453356582,4.17644095238095,Tiered,29.02,20.77,49.79,0-10-20-35,0,2.97-3.67-4.34-5.93,"$60,000 to $74,999",67500,1,Monthly,2,2.74535084,14.96104
Pittsburg  City Of,CA0710008,2017-01-01,monthly,converted to kgal,10.0192302245508,3.10337348022147,4.38026245454545,Tiered,24.29,35.67,59.96,0-1-15,0,0.01-3.56-5.27,"$50,000 to $59,999",55000,1,Monthly,2,2.66306512,11.220780000000001
Placer County Water Agency,CA3110005,2018-01-01,Monthly,converted to kgal,13.9608624108338,2.50876074482819,4.43737618181818,Tiered,25.14,21.22,46.36,0-900-2800,0,1.52-1.72-1.84,"$60,000 to $74,999",67500,1,Monthly,2,1.2866494400000001,2094.5456
Pleasanton  City Of,CA0110008,2017-01-15,bimonthly,converted to kgal,10,2.76044400464656,8.75325272727273,Tiered,13.54,19.695,26.465,0-21-41,0,3.74-4.105-4.3354,"$125,000 to $149,999",137500,0,Monthly,2,3.0707534600000006,15.335066000000001
Pomona  City of,CA1910126,2017-01-01,bimonthly,converted to kgal,10,3.4036198381843,8.74351454545454,Tiered,33.39,5.58,22.275,0-16-76,0,0.96-1.75-3.13,"$50,000 to $59,999",55000,0,Monthly,2,1.309091,28.425976000000002
Port Hueneme  City Of,CA5610009,2012-07-01,Monthly,converted to kgal,6.75760578171794,2.93015030946065,4.25411113636364,Uniform,37.62,25.68,63.3,NA,NA,3.8,"$60,000 to $74,999",67500,0,Monthly,2,NA,NA
Porterville  City Of,CA5410010,2017-07-01,Monthly,converted to kgal,14.7666274323989,3.30761734611012,4.68800848484848,Uniform,16.88,26.43,43.31,NA,NA,1.79,NA,NA,1,Monthly,2,NA,NA
Poway  City Of,CA3710015,2017-01-01,bimonthly,converted to kgal,15,2.85879410571853,8.69127590909091,Tiered,18.64,37.26,46.58,0-200,0,4.96-7.07,"$75,000 to $99,999",87500,0,Monthly,2,5.28872764,NA
Quail Valley Water District,CA1502724,2017-01-01,Monthly,converted to kgal,15,3,4,Uniform,77.66,74.85,152.51,NA,NA,4.99,NA,NA,0,Monthly,2,NA,NA
Quartz Hill Water District,CA1910130,2018-01-01,Monthly,converted to kgal,22.1850029439201,2.85342353423534,5.20573840909091,Budget,29.95,65.79,95.74,0-indoor-100%-130%,0,1.11-1.51-2.79-5.23,"$60,000 to $74,999",67500,1,Monthly,2,1.12955852,NA
Rainbow Municipal Water District,CA3710016,2018-03-01,Monthly,converted to kgal,19.3370042800397,2.42268830373546,4.73996181818182,Tiered,61.46,72.44,133.9,0-11-27,0,3.64-3.86-4.27,"$75,000 to $99,999",87500,0,Monthly,2,2.88748072,20.197404000000002
Ramona Municipal Water District,CA3710019,2018-01-01,Monthly,converted to kgal,13.5306791708767,2.95959846325443,4.46009522727273,Uniform,32.33,76.99,109.32,NA,NA,5.69,"$60,000 to $74,999",67500,0,Monthly,2,NA,NA
Red Bluff  City Of,CA5210004,2012-07-15,Monthly,converted to kgal,13.5895238428914,2.38939713816561,4.43320551162791,Tiered,15.04,10.74,25.78,0-25-40-60-80-120-200-360-680,0,0.79-0.74-0.69-0.66-0.62-0.61-0.55-0.54-0.48,"$25,000 to $29,999",27500,1,Monthly,2,0.5535584800000001,29.92208
Redding  City Of,CA4510005,2017-07-02,Monthly,converted to kgal,14.1036798914587,2.27583017573172,4.53473970454545,Uniform,20.16,19.14,39.3,NA,NA,1.357,"$40,000 to $44,999",42500,1,Monthly,2,NA,NA
Redlands  City Of,CA3610037,2016-07-01,bimonthly,converted to kgal,19,2.64590450795767,10.1584423809524,Tiered,17.68,15.305,24.145,0-17-28,0,1.18-1.45-2.2,"$60,000 to $74,999",67500,0,Monthly,2,1.0846754,10.472728
