PWSID,Water System Name,Water System Classification,Water System Ownership,Physical location Address 1,Physical location Address 2,Physical location City,Physical location Zip,Website URL,Population Res,WR Type CODE,Water Rate Type,WR Num Tiers,WR Rate Updated,WR Rate Changes,WR Frequency,WR New Connection Fee,WR Connection Fee Updated,WR SF FBR,WR SF Amt per HCF,WR SF Amt Low,WR SF Amt High,WR SF Amt per HCF Low,WR SF Amt per HCF High,WR MF FBR,WR MF Amt per HCF,WR MF Amt Low,WR MF Amt High,WR MF Amt per HCF Low,WR MF Amt per HCF High,WR Subsidies,WR S FBR,WATER RATES Lifeline UUR VOLUME,WR S Amt Low,WR S Amt High,WR S Amt per HCF Low,WR S Amt per HCF High,WR S Amt Percent,WR CI FBR,WR CI Amt per HCF,WR CI Amt Low,WR CI Amt High,WR CI Amt per HCF Low,WR CI Amt per HCF High,WR I FBR,WR I Amt per HCF,WR I Amt Low,WR I Amt High,WR I Amt per HCF Low,WR I Amt per HCF High,WR LI FBR,WR LI Amt per HCF,WR LI Amt Low,WR LI Amt High,WR LI Amt per HCF Low,WR LI Amt per HCF High,WR AI FBR,WR AI Amt per HCF,WR AI Amt Low,WR AI Amt High,WR AI Amt per HCF Low,WR AI Amt per HCF High,WR O FBR,WR O Amt per HCF,WR O Amt Low,WR O Amt High,WR O Amt per HCF Low,WR O Amt per HCF High,WR FS Surcharges,WR FS FBR,WR FS Amt per HCF,WR FS Amt Low,WR FS Amt High,WR FS Amt per HCF Low,WR FS Amt per HCF High,WR Other Surcharges,WR Other Surcharges Description,WR OS FBR,WR OS Amt per HCF,WR OS Amt Low,WR OS Amt High,WR OS Amt per HCF Low,WR OS Amt per HCF High,WR AVG Mon Res Cost,WR AVG Mon Res Cost 6 CCF,WR AVG Mon Res Cost 12 CCF,WR AVG Mon Res Cost 24 CCR,SYSTEM,EAR YEAR 
CA4200531,RANCHO MARCELINO WATER & SERV.,Community Water System,Privately owned Mutual Water Company or Association, Meadow Ranch Road, ,SOLVANG,93463,None,240,FBR,Flat Base Rate: Basic charge that all customers pay,N/A,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,0,0,0,SMALL,2015
CA4200612,MEADOWLARK RANCHES MWC,Community Water System,Privately owned Mutual Water Company or Association, End of Meadowlark Lane, P.O. Box 527,SANTA YNEZ,93460,meadowlarkranches.org/,150,VBR,"Variable Base Rate: Basic charge is different, depending on size of pipe, water meter, or other factors",N/A,None,None,M,$1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA4200848,VISTA HILLS MWC,Community Water System,Privately owned Mutual Water Company or Association, Campbell Road off of State Highway 246, ,LOMPOC,93436,None,75,BVUR,Base Rate + Variable Usage Rate,2,none,none,M,"$1,500.00 ",None,$50.00 ,$2.60 ,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,75,175,300,SMALL,2015
CA4200666,KINECTA FEDERAL CREDIT UNION,Nontransient Noncommunity Water System,Privately owned business (non-community), Kinecta Federal Credit Union,145 Santa Felicia,GOLETA,93117,http://www.kinecta.org,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4200644,SAN MARCOS CHRISTIAN CAMP,Transient Noncommunity Water System,Privately owned business (non-community), 5750 Stagecoach Road, ,SANTA BARBARA,93105,www.sanmarcoscamp.com,6,N/A,Not Applicable,N/A,none,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4200804,WALKING M RANCHES ASSN.,Community Water System,Privately owned Mutual Water Company or Association, End of Tapadero Road, ,SOLVANG,93463,None,54,UUR,Uniform Usage Rate: The charge per 100 cubic feet of water is the same regardless of use,2,Jan-13,rate increase,M,,,$50.00 ,$2.11 ,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,$150.00 ,$200.00 ,$300.00 ,SMALL,2015
CA4200919,GOOD SAMARITAN SHELTER,Transient Noncommunity Water System,Local Government, 2025 Sweeney Road, ,LOMPOC,93436,shoskings@co.santa-barbara.ca.us,1,N/A,Not Applicable,N/A,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,NA,NA,NA,SMALL,2015
CA4000652,NORTHSHORE S & B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA4000765,VARIAN RANCH MUTUAL WATER,Community Water System,Privately owned Mutual Water Company or Association, 2060 Varian Circle, ,ARROYO GRANDE,93420,,126,BVUR,Base Rate + Variable Usage Rate,2,12/1/2014,24% increase to usage rates,BM,$50 ,Never changed,100,,,,1.94,9.72,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,100,1.94,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,61.67,73.34,96.68,SMALL,2015
CA4000225,PHILLIPS 66 COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA1400034,KEOUGH'S HOT SPRINGS, ,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3200195,GREENHAVEN HOA,Community Water System,Privately owned Mutual Water Company or Association,1885 WOLF CREEK RD, ,GREENVILLE,95947,,42,FBR,Flat Base Rate: Basic charge that all customers pay,N/A,1/1/2010,,M,$200 ,1/1/2010,$30/month,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,N/A,N/A,N/A,SMALL,2015
CA3301294,GLEN IVY HOT SPRINGS,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3400164,VIEIRA'S RESORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA1400518,VAN LOON WATER ASSOCIATION, ,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA1900767,GOLDEN VALLEY MUNICIPAL WATER DISTRICT,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA1400503,BIRD INDUSTRIAL COMPLEX,Nontransient Noncommunity Water System,Privately owned business (non-community), Joe Smith Road Laws, ,BISHOP,93515,n/a,1,N/A,Not Applicable,N/A,n/a,n/a,O,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,,,,No,n/a,n/a,n/a,,,,,n/a,,,,,,n/a,,,,,,n/a,,,,,,n/a,,,,,,n/a,,,,,,No,,,,,,,No,,,,,,,, ,0,0,0,SMALL,2015
CA1400045,PRIMROSE LANE APARTMENTS,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3400172,TOKAY PARK WATER CO,Community Water System,Privately owned Mutual Water Company or Association, 7741 lorin ave., ,SACRAMENTO,95828,none,525,FBR,Flat Base Rate: Basic charge that all customers pay,N/A,03/01/,from $15.00 to $24.00 per mo. for single residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA1900154,TIERRA BONITA MUTUAL WATER,Community Water System,Privately owned Mutual Water Company or Association,5159 East Avenue K-8,,Lancaster,93535,,75,BVUR,Base Rate + Variable Usage Rate,4,,,M,,,80,,,,1.33,4.02,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,80,120,345,SMALL,2015
CA3901276,HANOT FOUNDATION INC,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3700277,SUNRISE ESTATES MUTUAL WATER COMPANY,Community Water System,Privately owned Mutual Water Company or Association,20560 Bee Valley Road,JAMUL CA. 91935,,,none,150,BVUR,Base Rate + Variable Usage Rate,3,1/1/2016,EACH TIER RISED 25 CENT,BM,$6000 TO BUY IN PLUS INSTALLATION FEES,UNKNOWN,,,,,$3.00 ,$8.00 ,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,$18 ,$36 ,$72 ,SMALL,2015
CA4200962,WINDSET FARMS GREENHOUSES,Nontransient Noncommunity Water System,Privately owned business (non-community), 1650 Black Road, ,SANTA MARIA,93458,www.windset.com,N/A,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5100143,PLEASANT GROVE ELEM. SCHOOL,Nontransient Noncommunity Water System,Local Government,3075 Howsley Road, ,PLEASANT GROVE,95668,http//:www.pgroveschool.org,NA,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5100136,EAST NICOLAUS JOINT UNION HIGH SCHOOL,Nontransient Noncommunity Water System,Local Government, ,2454 NICOLAUS AVENUE,NICOLAUS,95659,http://www.eastnicolaus.k12.ca.us/,NA,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3700918,RANCHO SANTA TERESA MW CO.,Community Water System,Privately owned Mutual Water Company or Association, 25056 Rancho Santa Teresa Drive, ,RAMONA,92065,rstmwco@gmail.com,95,BVUR,Base Rate + Variable Usage Rate,5,5/1/2014,Rates above Tier 1 increased,M,$14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3901278,COLOR SPOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3601070,CADIZ INC,Transient Noncommunity Water System,Privately owned business (non-community),96726 E HWY 66, ,CADIZ,92304,,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA1400098,DARWIN COMMUNITY SERVICE DISTRICT,Community Water System,Local Government,P. O. BOX 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3700958,LOS TULES MUTUAL WATER COMPANY,Community Water System,Privately owned Mutual Water Company or Association, 32443 Camino San Ignacio, ,WARNER SPRINGS,92086,none,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5410801,PORTERVILLE DEVELOPMENTAL CENTER,Community Water System,State or Federal Government,26501 ave 140, P.O. Box 2000,PORTERVILLE,93258,,360,N/A,Not Applicable,-,N/A,N/A,-,N/A,N/A,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,N/A,N/A,N/A,SMALL,2015
CA3400335,HOLIDAY MOBILE VILLAGE,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA4200951,DIERBERG/STAR LANE VINEYARD,Transient Noncommunity Water System,Privately owned business (non-community),1280 DRUM CANYON RD, ,LOMPOC,93436,dierbergvineyard.com,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4200891,BOBCAT SPRINGS MWC,Community Water System,Privately owned Mutual Water Company or Association, 1301 Cougar Ridge Rd., ,BUELLTON,93427,,120,BUUR, Base Rate + Uniform Usage Rate: Single flat base rate charge plus a charge per 100 cubic feet (hcf) that is same regardless of how much is used.,N/A,1/1/2016,Usage Rate Increase,M,none,na,86,1.83,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,97,108,130,SMALL,2015
CA4200907,HEALTH SANI SVCS RECY CTR,Nontransient Noncommunity Water System,Privately owned business (non-community), 1850 E. Betteravia Rd., ,SANTA MARIA,93455,,0,N/A,Not Applicable,N/A,,,-,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,na,na,na,SMALL,2015
CA4200862,MESA HILLS MWC,Community Water System,Privately owned Mutual Water Company or Association,834 BALLARD CANYON RD, ,SOLVANG,93463,,54,VBVUR,Variable Base Rate ad Variable Usage Rate,-,1/1/2013,,M,,,,,85,335,0.75,1.75,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,150,160,180,SMALL,2015
CA4200881,OAK TRAIL ESTATES MWC,Community Water System,Privately owned Mutual Water Company or Association, 3000 Woodstock Rd., ,SANTA YNEZ,93460,,210,BUUR, Base Rate + Uniform Usage Rate: Single flat base rate charge plus a charge per 100 cubic feet (hcf) that is same regardless of how much is used.,2,10/1/2014,Usage Rate Increase,BM,$40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA4200616,SKYLINE PARK & SERVICE CO.,Community Water System,Privately owned Mutual Water Company or Association, 1280 Highland Rd., ,SANTA YNEZ,93460,,300,FBR,Flat Base Rate: Basic charge that all customers pay,-,1/1/2016,Rate Increase,O,,,500,0,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,,,,SMALL,2015
CA4200618,MIDLAND SCHOOL CORPORATION,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA4200802,OAK TRAIL RANCH MUTUAL WATER,Community Water System,Privately owned Mutual Water Company or Association, 4040 W. Oak Trail Rd., ,SANTA YNEZ,93460,,105,VBVUR,Variable Base Rate ad Variable Usage Rate,6,9/1/2014,Base and Tiered rate inc.,M,,,,,70,100,2.25,11.4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,84,97,124,SMALL,2015
CA4200807,WOODSTOCK PROPERTY OWNERS ASSN,Community Water System,Privately owned Mutual Water Company or Association, 4319 White Pine Ln., ,SANTA YNEZ,93460,,220,BVUR,Base Rate + Variable Usage Rate,7,9/30/2015,increase in base and Tiered Rates,O,,,275,,,,0.8,3.5,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,97,102,124,SMALL,2015
CA4200944,SHOESTRING WINERY,Transient Noncommunity Water System,Privately owned business (non-community), 800 E. Hwy 246, ,SOLVANG,93463,,3,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,na   0,,,SMALL,2015
CA4200543,PARADISE CYN. IMPROVEMENT CORP,Transient Noncommunity Water System,Privately owned Mutual Water Company or Association, 137 Potrero Ln., ,SANTA BARBARA,93105,,0,FBR,Flat Base Rate: Basic charge that all customers pay,-,,,O,,,300,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,30,30,30,SMALL,2015
CA5200538,LASSEN VIEW UNION ELEMENTARY SCHOOL DIST,Nontransient Noncommunity Water System,State or Federal Government, 10818 Hwy 99 E, ,LOS MOLINOS,96055,www.lassenview.org,350,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,0,0,0,SMALL,2015
CA5500219,CAMP JOHN MENSINGER,Transient Noncommunity Water System,Privately owned business (non-community),CAMP JOHN MENSINGER,30000 Dry Meadow Road,COLD SPRINGS,95335,www.yosemitescouting.org,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA1000010,CAMP SIERRA,Transient Noncommunity Water System,Privately owned business (non-community),52080 CAMP SIERRA RD, ,BIG CREEK,93605,www.campsierra.org,N/A,FBR,Flat Base Rate: Basic charge that all customers pay,-,6/1/2015,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,N/A,N/A,N/A,SMALL,2015
CA0310006,RIVER PINES PUD,Community Water System,Local Government,P.O.BOX 70, ,RIVER PINES,95675,www.rppud.org,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA4901073,GRAY WATER SYSTEM,Transient Noncommunity Water System,Privately owned business (non-community),3535 Guerneville Road, ,SANTA ROSA,95401,,2,N/A,Not Applicable,N/A,n/a,n/a,O,n/a,n/a,n/a,,,,,,n/a,,,,,,No,n/a,,,,,,,n/a,,,,,,n/a,,,,,,n/a,,,,,,n/a,,,,,,n/a,,,,,,No,n/a,,,,,,No,,n/a,,,,,, ,n/a,n/a,n/a,SMALL,2015
CA5500194,PEPPERY BAR AND GRILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3200018,SIERRA BIBLE CAMP,Transient Noncommunity Water System,Privately owned business (non-community), , ,CANYON DAM,95923,sbcamp.com,2,N/A,Not Applicable,N/A,1/1/2016,None,O,none,1/1/2016,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,,,,,,,No,,,,,,,, ,0,0,0,SMALL,2015
CA3100061,SIERRA MEADOWS APARTMENT,Community Water System,Privately owned business (non-community), 4000 Starlight Lane, ,LOOMIS,95650,N/A,78,N/A,Not Applicable,N/A,,,-,,,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,,,,,,,No,,,,,,,, ,0,0,0,SMALL,2015
CA4500090,MT LASSEN / SHINGLETOWN RV PARK INC,Transient Noncommunity Water System,Privately owned business (non-community),7749 KOA RD,7749 KOA RD,SHINGLETOWN,96088,crbutzine@gmail.com,1,N/A,Not Applicable,N/A,na,na,O,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No,,,,,,,,ana,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No,na,na,na,na,na,na,No,na,na,na,na,na,na,na, ,na,na,na,SMALL,2015
CA5200864,R-WILD HORSE RANCH,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5500243,RAMBLING HILLS ESTATES,Community Water System,Privately owned business (non-community),23732 PARROTS FERRY RD, ,COLUMBIA,95310,www.ramblinghillsestates.com,78,BUUR, Base Rate + Uniform Usage Rate: Single flat base rate charge plus a charge per 100 cubic feet (hcf) that is same regardless of how much is used.,N/A,none,,M,none,,10,0.67,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,14.02,18.04,26.08,SMALL,2015
CA2900533,HARMONY RIDGE RESORT,Transient Noncommunity Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA4901347,SONOMA COUNTY PARKS-RIVERFRONT PARK,Transient Noncommunity Water System,Local Government,7821 Eastside Road, ,HEALDSBURG,95448,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA4901223,SONOMA COUNTY PARKS-PUTNAM PARK,Transient Noncommunity Water System,Local Government,411 Chileno Valley Road, ,PETALUMA,94952,,3,N/A,Not Applicable,N/A,N/A,N/A,-,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,-,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,,,,,,,No,,,,,,,, ,N/A,N/A,N/A,SMALL,2015
CA4901222,SONOMA COUNTY PARKS-VET. MEMORIAL BEACH,Transient Noncommunity Water System,Local Government,13839 Old Redwood Highway, ,HEALDSBURG,95448,,3,N/A,Not Applicable,N/A,N/A,N/A,O,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,,,,,,,No,,,,,,,, ,N/A,N/A,N/A,SMALL,2015
CA3200123,BOURBON & WATER CO,Transient Noncommunity Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA1000476,FOOTHILL ELEMENTARY SCHOOL,Nontransient Noncommunity Water System,Local Government,29147 AUBERRY RD, ,PRATHER,93651,www.sierra.k12.ca.us,n/a,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA1000280,SIERRA HIGH SCHOOL,Nontransient Noncommunity Water System,Local Government,33326 LODGE RD, ,TOLLHOUSE,93667,www.sierra.k12.ca.us,n/a,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2010800,CENTRAL CA WOMENS FACILITY,Community Water System,State or Federal Government,23370 ROAD 22,P.O. BOX 1501,CHOWCHILLA,93610,ccwfwwtf@cdcr.ca.gov,2800,N/A,Not Applicable,N/A,n/a,n/a,O,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,No,,,,,,,No,,,,,,,, ,n/a,n/a,n/a,SMALL,2015
CA3200178,WILSONS CAMP PRATTVILLE,Transient Noncommunity Water System,Privately owned business (non-community), 2932 Almanor Drive West, ,CANYONDAM,95923,www.camp-prattville.com,0,N/A,Not Applicable,N/A,01/01016,1/1/2016,O,0,1/1/2016,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,,,,,,,No,,,,,,,, ,0,0,0,SMALL,2015
CA4100559,LA HONDA CENTER,Transient Noncommunity Water System,Privately owned business (non-community),8865 La Honda Rd La honda Ca 94062,,,,na,4,N/A,Not Applicable,-,,,-,,,0,,,,,,0,,,,,,No,0,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,No,,,,,,,No,,,,,,,, ,0,0,0,SMALL,2015
CA3200130,PRATTVILLE WATER ASSN,Transient Noncommunity Water System,Privately owned Mutual Water Company or Association, 2908 Terrace Dr, ,PRATTVILLE,95923,,3,FBR,Flat Base Rate: Basic charge that all customers pay,N/A,,,O,,,350,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,,,,SMALL,2015
CA3205005,GRIZZLY CREEK RANCH SHF,Transient Noncommunity Water System,Privately owned business (non-community), , ,PORTOLA,96122,www.sierranevadajourneys.org,N/A,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3200152,WHISPERING PINES RV & MHP,Transient Noncommunity Water System,Privately owned business (non-community), , ,CANYON DAM,95923,www.whisperingpinesrvparkatlakealmanor.com,1,N/A,Not Applicable,N/A,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3200017,PG&E PONDEROSA FLAT CG,Transient Noncommunity Water System,Privately owned business (non-community), Prattville-Butt Valley Road, ,PRATTVILLE,95923,http://www.pge.com/about/environment/pge/recreation/,0,N/A,Not Applicable,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-,,,,,,,-,,,,,,,, ,0,0,0,SMALL,2015
CA3200300,PG&E CAMP CONERY,Transient Noncommunity Water System,Privately owned business (non-community),State Highway 89, ,CANYON DAM,95923,http://www.pge.com/about/environment/pge/recreation/,0,N/A,Not Applicable,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-,,,,,,,-,,,,,,,, ,0,0,0,SMALL,2015
